u,r2,mse,rmse,max_error
u0,0.9951119074438818,5.970682857984932e-05,0.007727019385238354,0.279337488900248
u1,0.9788953497783295,7.302710959868284e-05,0.008545590067320268,0.2576646164066126
Average,0.9870036286111057,6.636696908926608e-05,0.008136304726279311,0.26850105265343027
