u,r2,mse,rmse,max_error
u0,0.99476448409992,6.395051787263868e-05,0.007996906769035054,0.30534898888716566
u1,0.9795110707159835,7.089656870253044e-05,0.00842001001795903,0.2502451047267158
Average,0.9871377774079517,6.742354328758457e-05,0.008208458393497042,0.27779704680694073
