u,r2,mse,rmse
u0,0.9949888798931459,6.115962361227447e-05,0.007820461854153785
u1,0.9781216857242306,7.55872887452028e-05,0.008694095050389247
Average,0.9865552828086883,6.837345617873863e-05,0.008257278452271515
