u,r2,mse,rmse,max_error
u0,0.9951745230327467,5.894199481537828e-05,0.007677369003465854,0.3071237437830605
u1,0.9784427627980987,7.459316820003869e-05,0.008636733653415433,0.2481047461792451
Average,0.9868086429154227,6.676758150770849e-05,0.008157051328440645,0.27761424498115284
