u,r2,mse,rmse
u0,0.9948128237840879,6.336006071515372e-05,0.007959903310666136
u1,0.977233826138794,7.877637659201009e-05,0.00887560570282446
Average,0.986023324961441,7.10682186535819e-05,0.008417754506745298
