u,r2,mse,rmse
u0,0.9999856005248425,3.1362367489721373e-07,0.0005600211379021454
u1,0.9999966401786803,2.443973658696485e-07,0.0004943656196274661
Average,0.9999911203517614,2.790105203834311e-07,0.0005271933787648058
