u,r2,mse,rmse
u0,0.9999820077729455,3.918745861724393e-07,0.0006259988707437413
u1,0.9999908055828997,6.688127451384434e-07,0.0008178097242870394
Average,0.9999864066779226,5.303436656554414e-07,0.0007219042975153904
