u,r2,mse,rmse
u0,0.9943729350769311,6.873319130359625e-05,0.008290548311396313
u1,0.9752578426508068,8.561374945660543e-05,0.009252769826198284
Average,0.984815388863869,7.717347038010084e-05,0.008771659068797299
