u,r2,mse,rmse
u0,0.9999912116947096,1.9141118486231218e-07,0.00043750563980629115
u1,0.9999945743664301,3.946669856653886e-07,0.0006282252666563074
Average,0.9999928930305699,2.930390852638504e-07,0.0005328654532312993
