u,r2,mse,rmse
u0,0.9937589386391078,7.61707872958766e-05,0.008727587713445027
u1,0.9749027596944503,8.670834168354232e-05,0.009311731400955588
Average,0.984330849166779,8.143956448970947e-05,0.009019659557200308
