u,r2,mse,rmse
u0,0.9999893299520343,2.3239594622331026e-07,0.00048207462723452916
u1,0.9999949352637986,3.684148853955867e-07,0.0006069718983574006
Average,0.9999921326079164,3.0040541580944847e-07,0.0005445232627959649
