u,r2,mse,rmse
u0,0.9999928566160134,1.5524078470175834e-07,0.0003940060719097592
u1,0.9999930934599831,5.025396629632097e-07,0.0007089003194830777
Average,0.9999929750379983,3.2889022383248404e-07,0.0005514531956964184
