u,r2,mse,rmse
u0,0.994316391483995,6.942385715576018e-05,0.00833209800445003
u1,0.9752040550120765,8.5799867480233e-05,0.009262821788215133
Average,0.9847602232480357,7.761186231799659e-05,0.008797459896332582
