u,r2,mse,rmse
u0,0.999989274062072,2.3361324165763327e-07,0.0004833355373419518
u1,0.9999958894738709,2.9900451919825547e-07,0.0005468130569017673
Average,0.9999925817679715,2.6630888042794436e-07,0.0005150742971218596
