u,r2,mse,rmse
u0,0.9950629229983953,6.0255943726025276e-05,0.007762470207738338
u1,0.9786148307371129,7.388352427724001e-05,0.008595552587078972
Average,0.9868388768677541,6.706973400163264e-05,0.008179011397408655
