u,r2,mse,rmse
u0,0.995308121569309,5.726334885949287e-05,0.007567255041261188
u1,0.9796869304431194,7.01795318663022e-05,0.008377322475964632
Average,0.9874975260062142,6.372144036289754e-05,0.00797228875861291
