u,r2,mse,rmse
u0,0.9999916548241701,1.8175972963040033e-07,0.00042633288593586153
u1,0.9999957411930572,3.097906404873193e-07,0.0005565883941363844
Average,0.9999936980086137,2.457751850588598e-07,0.000491460640036123
